issn_l,journal_title,sci_quartile,source,note
,20 Et 21-Revue D Histoire,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Trans-Revista de Traductologia,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Trans-Revista Transcultural de Musica,Q3,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Trans-Revue de Litterature Generale et Comparee,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,TRaNS-Trans-Regional and -National Studies of Southeast Asia,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Transactions in GIS,Q3,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Transactions of A Razmadze Mathematical Institute,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Transactions of FAMENA,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,TRANSACTIONS OF NONFERROUS METALS SOCIETY OF CHINA,Q2,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,TRANSACTIONS OF THE AMERICAN ENTOMOLOGICAL SOCIETY,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,TRANSACTIONS OF THE AMERICAN FISHERIES SOCIETY,Q3,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,TRANSACTIONS OF THE AMERICAN MATHEMATICAL SOCIETY,Q2,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Transactions of the American Philological Association,Q1,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Transactions of the Association for Computational Linguistics,Q2,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Transactions of the Canadian Society for Mechanical Engineering,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,TRANSACTIONS OF THE CHARLES S PEIRCE SOCIETY,Q3,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Transactions of the Indian Ceramic Society,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,TRANSACTIONS OF THE INDIAN INSTITUTE OF METALS,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,TRANSACTIONS OF THE INSTITUTE OF BRITISH GEOGRAPHERS,Q1,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,TRANSACTIONS OF THE INSTITUTE OF MEASUREMENT AND CONTROL,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,TRANSACTIONS OF THE INSTITUTE OF METAL FINISHING,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,TRANSACTIONS OF THE JAPAN SOCIETY FOR AERONAUTICAL AND SPACE SCIENCES,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Transactions of the Korean Society of Mechanical Engineers A,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Transactions of the Korean Society of Mechanical Engineers B,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Transactions of the London Mathematical Society,Q2,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,TRANSACTIONS OF THE PHILOLOGICAL SOCIETY,Q3,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,TRANSACTIONS OF THE ROYAL SOCIETY OF SOUTH AUSTRALIA,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,TRANSACTIONS OF THE ROYAL SOCIETY OF TROPICAL MEDICINE AND HYGIENE,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,TRANSACTIONS OF TIANJIN UNIVERSITY,Q3,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Transactions on Combinatorics,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Transactions on Data Privacy,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Transactions on Electrical and Electronic Materials,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Transactions on Emerging Telecommunications Technologies,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Transactions on Maritime Science-ToMS,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Transboundary and Emerging Diseases,Q2,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Transcription-Austin,Q3,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Transcultural Psychiatry,Q3,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Transcultural Studies,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Transfer-European Review of Labour and Research,Q3,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Transfers-Interdisciplinary Journal of Mobility Studies,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,TRANSFORMATION GROUPS,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Transformation-An International Journal of Holistic Mission Studies,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Transformation-Critical Perspectives on Southern Africa,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Transformations in Business & Economics,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Transforming Anthropology,Q2,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Transforming Government- People Process and Policy,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,TRANSFUSION AND APHERESIS SCIENCE,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,TRANSFUSION CLINIQUE ET BIOLOGIQUE,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,TRANSFUSION MEDICINE AND HEMOTHERAPY,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,TRANSFUSION MEDICINE REVIEWS,Q2,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,TRANSFUSION MEDICINE,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,TRANSFUSION,Q3,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Transfusionsmedizin,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Transgender Health,Q3,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,TRANSGENIC RESEARCH,Q3,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Transinformacao,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,TRANSITION METAL CHEMISTRY,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Transition,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Translation & Interpreting-The International Journal of Translation and Interpreting,Q2,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Translation and Interpreting Studies,Q2,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Translation and Literature,Q2,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Translation and Translanguaging in Multilingual Contexts,Q2,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,TRANSLATION REVIEW,Q3,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Translation Spaces,Q3,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Translation Studies,Q2,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Translational and Clinical Pharmacology,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Translational Andrology and Urology,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Translational Animal Science,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Translational Behavioral Medicine,Q3,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Translational Cancer Research,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Translational Gastroenterology and Hepatology,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Translational Issues in Psychological Science,Q3,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Translational Journal of the American College of Sports Medicine,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Translational Lung Cancer Research,Q3,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Translational Medicine at UniSa,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Translational Neurodegeneration,Q1,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Translational Neuroscience,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Translational Oncology,Q3,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Translational Pediatrics,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Translational Psychiatry,Q2,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Translational Research,Q2,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Translational Sports Medicine,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Translational Stroke Research,Q2,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Translational Vision Science & Technology,Q2,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Translator,Q2,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Transnational Corporations Review,Q3,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Transnational Environmental Law,Q2,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Transnational Screens,Q1,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,TransNav-International Journal on Marine Navigation and Safety of Sea Transportation,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Transplant Immunology,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Transplant Infectious Disease,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,TRANSPLANT INTERNATIONAL,Q3,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Transplant Research and Risk Management,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Transplantation and Cellular Therapy,Q3,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Transplantation Direct,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,TRANSPLANTATION PROCEEDINGS,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Transplantation Reviews,Q2,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,TRANSPLANTATION,Q2,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Transport and Telecommunication Journal,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,TRANSPORT IN POROUS MEDIA,Q3,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Transport Policy,Q1,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Transport Problems,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,TRANSPORT REVIEWS,Q1,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Transport,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Transportation Geotechnics,Q2,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Transportation in Developing Economies,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Transportation Infrastructure Geotechnology,Q3,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,TRANSPORTATION JOURNAL,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Transportation Letters-The International Journal of Transportation Research,Q3,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,TRANSPORTATION PLANNING AND TECHNOLOGY,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Transportation Research Interdisciplinary Perspectives,Q3,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,TRANSPORTATION RESEARCH PART A-POLICY AND PRACTICE,Q1,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,TRANSPORTATION RESEARCH PART B-METHODOLOGICAL,Q1,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,TRANSPORTATION RESEARCH PART C-EMERGING TECHNOLOGIES,Q1,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,TRANSPORTATION RESEARCH PART D-TRANSPORT AND ENVIRONMENT,Q1,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,TRANSPORTATION RESEARCH PART E-LOGISTICS AND TRANSPORTATION REVIEW,Q1,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,TRANSPORTATION RESEARCH PART F-TRAFFIC PSYCHOLOGY AND BEHAVIOUR,Q2,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,TRANSPORTATION RESEARCH RECORD,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Transportation Safety and Environment,Q3,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,TRANSPORTATION SCIENCE,Q2,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,TRANSPORTATION,Q3,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Transportmetrica A-Transport Science,Q3,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Transportmetrica B-Transport Dynamics,Q2,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Transylvanian Review of Administrative Sciences,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Transylvanian Review,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Trashumante-Revista Americana de Historia Social,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Trauma Monthly,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Trauma Surgery & Acute Care Open,Q3,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Trauma Violence & Abuse,Q1,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Trauma-England,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Traumatology,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Travail Genre et Societes,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,TRAVAIL HUMAIN,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Travel Behaviour and Society,Q1,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Travel Medicine and Infectious Disease,Q3,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Travmatologiya i ortopediya Rossii,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Treballs de Sociolinguistica Catalana,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Tree Genetics & Genomes,Q3,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,TREE PHYSIOLOGY,Q2,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Tree-Ring Research,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Trees Forests and People,Q2,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,TREES-STRUCTURE AND FUNCTION,Q3,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Tremor and Other Hyperkinetic Movements,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Trends and Issues in Crime and Criminal Justice,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Trends in Anaesthesia and Critical Care,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,TRENDS IN BIOCHEMICAL SCIENCES,Q1,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,TRENDS IN BIOTECHNOLOGY,Q1,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Trends in Cancer,Q1,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,TRENDS IN CARDIOVASCULAR MEDICINE,Q2,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,TRENDS IN CELL BIOLOGY,Q1,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Trends in Chemistry,Q1,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Trends in Classics,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,TRENDS IN COGNITIVE SCIENCES,Q1,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,TRENDS IN ECOLOGY & EVOLUTION,Q1,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,TRENDS IN ENDOCRINOLOGY AND METABOLISM,Q1,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Trends in Environmental Analytical Chemistry,Q2,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,TRENDS IN FOOD SCIENCE & TECHNOLOGY,Q1,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,TRENDS IN GENETICS,Q1,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,TRENDS IN GLYCOSCIENCE AND GLYCOTECHNOLOGY,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Trends in Hearing,Q2,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,TRENDS IN IMMUNOLOGY,Q2,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,TRENDS IN MICROBIOLOGY,Q1,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,TRENDS IN MOLECULAR MEDICINE,Q1,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Trends in Neuroscience and Education,Q2,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,TRENDS IN NEUROSCIENCES,Q1,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Trends in Organized Crime,Q3,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,TRENDS IN PARASITOLOGY,Q2,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,TRENDS IN PHARMACOLOGICAL SCIENCES,Q1,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,TRENDS IN PLANT SCIENCE,Q1,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Trends in Psychiatry and Psychotherapy,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Trends in Urology & Mens Health,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,TRIA-Territorio della Ricerca su Insediamenti e Ambiente,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Trials,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Tribology International,Q1,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,TRIBOLOGY LETTERS,Q3,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Tribology Online,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,TRIBOLOGY TRANSACTIONS,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Tribology-Materials Surfaces & Interfaces,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,TRIMESTRE ECONOMICO,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Triple Helix,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,TRIPLEC-Communication Capitalism & Critique,Q3,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Tripodos,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,TROPICAL AGRICULTURE,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,TROPICAL ANIMAL HEALTH AND PRODUCTION,Q3,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Tropical Animal Science Journal,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,TROPICAL BIOMEDICINE,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Tropical Conservation Science,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Tropical Cyclone Research and Review,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Tropical Diseases Travel Medicine and Vaccines,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,TROPICAL DOCTOR,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,TROPICAL ECOLOGY,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Tropical Grasslands-Forrajes Tropicales,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Tropical Life Sciences Research,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,TROPICAL MEDICINE & INTERNATIONAL HEALTH,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Tropical Medicine and Health,Q3,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Tropical Medicine and Infectious Disease,Q3,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Tropical Plant Biology,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Tropical Plant Pathology,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,TROPICAL ZOOLOGY,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Tropics,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Trudy Instituta Matematiki i Mekhaniki UrO RAN,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
